사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201905,6호선,신당,52,0,9781,1614,8413,7031,8869,19982,13520,49001,12850,26826,10957,15520,12178,12014,15110,11169,13112,13598,14067,11659,16275,11050,23156,10739,23778,13709,29761,18372,19581,25112,15637,14926,16471,9605,15678,9566,9279,13957,1393,2921,0,0,0,0,0,0,20190603
201905,6호선,상수,0,0,4735,1025,6322,4310,11359,7584,17330,29979,11277,37243,8729,24837,9859,21613,13056,23044,15606,27781,16038,20783,17977,21410,21770,24015,27922,31035,35794,41313,24747,33009,23925,18910,28951,15209,31634,13043,22771,10382,4050,3002,0,0,0,0,0,0,20190603
201905,6호선,불광,33,0,1902,520,4176,2072,12934,4803,14957,8431,8662,8507,7294,7313,8070,8000,9398,8816,10599,9247,10946,9517,12270,9611,13076,11257,13612,12980,13550,19068,9496,16232,7842,9646,6838,7406,4870,8405,1810,5625,296,1904,0,0,0,0,0,0,20190603
201905,경의선,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20190603
201905,2호선,신림,447,10,48028,5973,91022,26260,253998,43512,366147,74124,227163,64533,124918,59410,104736,62430,108859,68364,107283,79629,94155,87434,90934,103702,99724,122790,108646,166587,117012,275782,82692,276070,70218,174473,65014,171213,60808,175893,34555,117456,6311,40462,2,360,0,0,0,0,20190603
201905,6호선,동묘앞,117,0,4651,964,5976,5001,10807,11709,15192,33146,13364,25082,13209,19915,15048,20584,20007,20574,21399,22642,23701,22607,26390,20636,27841,19967,29286,19144,32098,19847,19523,15895,13092,10621,10270,9977,7953,10625,4126,11675,690,3145,0,74,0,0,0,0,20190603
201905,6호선,광흥창(서강),2,0,3221,1686,8511,6221,21868,20101,28576,44271,19842,21921,14370,13726,15646,11558,16880,11783,15555,13018,14411,12504,15871,13438,18228,14495,22954,17638,35961,24323,17965,20266,11263,13548,11929,12082,9180,11676,3469,8099,494,2244,0,1,0,0,0,0,20190603
201905,6호선,대흥(서강대앞),16,1,3222,1166,6392,4892,16706,18201,25095,46015,16445,24046,12327,23494,12618,15309,15099,16200,17440,18153,16109,15324,16981,13678,23740,16365,26577,18534,33247,26630,17751,19393,14086,11754,14527,10949,14609,11110,6475,8350,1263,2532,5,6,0,0,0,0,20190603
201905,5호선,신금호,12,0,3534,443,8246,3188,25145,12142,34487,14287,18099,8526,11788,6739,10809,6338,10885,7668,10741,9120,9079,9495,9906,11740,13700,13664,11598,17095,12417,27477,8869,21407,6365,13464,5198,12760,3756,13073,1786,8273,305,2808,0,0,0,0,0,0,20190603
201905,6호선,합정,27,1,5010,1768,8817,9651,20515,18836,30539,47702,22638,28377,18151,20474,18809,19121,20878,21908,23158,23749,23534,22903,25052,22240,28978,27399,37002,32784,55172,46900,36885,35431,31779,20579,36333,16876,33752,17884,18362,12069,3111,3720,0,0,0,0,0,0,20190603
201905,경원선,이촌(국립중앙박물관),86,25,1431,816,4599,2545,10494,5102,12481,9295,10097,7250,8069,4484,7901,4112,8006,4282,8441,5603,7902,5409,8089,6373,9807,7087,12010,7876,12568,10299,8504,8353,6757,6151,6714,5293,4736,5478,2063,3526,137,1101,0,0,0,0,0,0,20190603
201905,경부선,신도림,524,8,2737,595,4310,2461,12636,7904,15127,17974,8230,7664,5510,5527,4970,5138,5716,5539,6239,6032,5840,5776,5928,6619,6386,7530,9000,9822,16024,14984,8200,11212,5955,6349,5507,5868,4336,5348,2023,3752,76,1954,0,26,0,0,0,0,20190603
201905,3호선,학여울,6,0,581,292,1836,2088,4868,5017,5540,11166,3927,10104,3367,7924,4314,6136,6417,5933,6518,6725,7023,5420,8391,4759,9647,4170,10052,4094,9597,4693,3822,4049,2388,2836,2238,2686,1897,2544,505,1843,50,748,0,0,1,0,0,0,20190603
201905,경부선,평택,72,2,7899,3137,16401,10830,35585,20119,39206,28409,30119,24991,28568,24190,23719,23941,24778,25428,25009,28548,24627,25245,27763,30508,34731,34559,40394,43913,37556,47828,26738,33061,28020,25899,20514,24039,15175,20774,7318,11078,363,2005,0,0,0,0,0,0,20190603
201905,경부선,진위,25,0,786,229,2013,2305,4671,7664,4007,8986,3271,1993,2405,1370,2343,1327,2431,1493,2269,1745,1971,1592,2549,1919,4191,2450,7123,3377,9686,3346,3806,2971,2409,2609,1427,2320,613,2130,321,1227,12,87,0,0,0,0,0,0,20190603
201905,4호선,이촌(국립중앙박물관),95,25,1504,867,5498,8314,16924,18500,23290,34310,16751,29974,13144,22698,15656,18371,21280,19823,19464,24547,19374,21744,23782,20642,29369,20066,31601,20717,32619,27609,15890,20701,11050,12915,11010,11215,6369,11111,2480,6601,336,2389,0,0,0,0,0,0,20190603
201905,7호선,굴포천,1,0,7179,638,17550,3634,42891,5803,42443,13523,24811,10514,16077,8148,14224,8781,14642,10148,14034,11732,12285,12656,11995,14103,12974,18190,15256,24964,16746,39157,10191,42042,8334,26350,7292,22075,6593,21240,3495,13171,498,4859,1,1008,0,0,0,0,20190603
201905,우이신설선,삼양,4,1,1294,310,2692,965,7277,1440,8633,3467,5679,3140,4540,2979,3988,2594,3991,3017,4063,3727,3484,3801,3178,4638,3448,5473,3285,5660,3177,7362,2222,6973,1642,4345,1193,3900,800,3382,395,1942,79,645,0,2,0,0,0,0,20190603
201905,중앙선,국수,0,0,594,39,1517,331,2864,733,2579,3295,2139,1548,1565,1921,1579,1906,1436,1404,1561,1305,1990,1189,2717,1516,3376,1890,2203,1648,1314,2268,832,1846,621,1878,437,1292,153,1263,64,903,11,369,0,0,0,0,0,0,20190603
201905,3호선,수서,189,3,5646,2302,14337,16802,44000,37287,52463,58178,37697,35467,35085,24672,28388,20667,33228,25876,32886,25291,25310,25839,34746,29606,41321,34800,44893,39368,58338,54364,29279,45403,26860,31961,18754,27589,18208,28868,9400,12694,1153,5731,1,430,0,0,0,0,20190603
201905,5호선,오목교(목동운동장앞),10,0,5570,2070,18889,10502,60064,26899,69063,83273,40497,62256,30468,37859,30841,37128,33956,39374,36913,44292,37215,42389,40762,43503,47176,50440,54808,61172,82547,93150,47627,70621,48972,37278,36612,32628,31867,32518,11716,20232,1629,6259,0,0,0,0,0,0,20190603
201905,5호선,방이,0,0,2802,1032,8276,3954,23450,9583,21459,26429,14399,14973,11283,9181,10515,8152,12479,9428,12146,11619,10725,11173,11652,12538,12296,16010,15140,19839,22415,25125,12539,21623,10192,12208,11511,10762,12944,9327,2638,7355,370,2585,0,0,0,0,0,0,20190603
201905,9호선2~3단계,올림픽공원(한국체대),3,0,1142,293,6155,3876,13775,5512,15486,17110,10558,13855,7555,13371,9250,14691,11026,14360,10392,16383,9027,16039,10931,17605,12915,19264,15238,19314,18234,19307,14583,18039,17428,10501,28382,9355,24602,10653,5766,6161,219,2141,0,0,0,0,0,0,20190603
201905,경강선,이천,14,0,992,27,3208,1190,8100,5711,8216,8788,6286,4890,5604,3572,4779,4360,4522,3935,4916,4262,4569,4428,4758,5041,5968,5521,6549,7205,8228,8548,4413,8111,3546,6407,3149,4094,1758,5580,583,2761,0,921,0,0,0,0,0,0,20190603
201905,4호선,한성대입구(삼선교),76,8,8489,1681,15830,9601,39702,25473,50557,47617,34897,34173,25980,27902,25811,29664,29821,26922,32249,29044,31116,28595,35037,28006,42436,33073,45031,39644,44479,46794,28652,40054,27007,26385,24811,24067,23462,26284,11607,17278,1995,10918,2,1036,0,0,0,0,20190603
201905,3호선,대청,18,0,4309,1254,11841,7485,34172,19425,38911,26235,21882,12524,16482,8618,15991,9384,15602,10490,16494,11809,14458,12538,16817,15735,25403,17539,25079,20590,29392,27808,13943,26179,10207,18210,9074,16892,7137,19434,2616,11461,329,4138,1,8,0,0,0,0,20190603
201905,4호선,동대문,613,2,11376,3409,5676,16840,7372,46117,11025,97693,17702,86642,25676,77787,35914,67258,45709,58244,54703,61938,66425,56945,76602,48436,82988,38896,106184,31914,100842,27294,53195,33285,39732,25002,34748,17933,33015,12192,19098,10569,2370,2963,1,17,0,0,0,0,20190603
201905,4호선,창동,2154,90,19461,3899,45088,13982,120978,25527,107874,49903,70031,43323,53721,37039,51074,34268,52276,39462,50211,46344,45717,50854,46694,57347,52167,64627,53937,76906,58878,110773,35008,107565,27242,69856,26484,61909,21859,60325,11047,41845,1771,16087,0,19,0,0,0,0,20190603
201905,경부선,세마,254,2,2027,544,6574,1551,12006,4404,11627,8121,8747,2816,5925,2596,5216,2683,5508,2715,5033,3221,4334,3733,4630,4269,6693,5404,7376,8355,7681,10030,3702,9107,2909,7839,2277,6831,1602,5294,591,4436,42,285,0,0,0,0,0,0,20190603
201905,3호선,경찰병원,24,3,3088,335,8313,3242,27073,8603,31184,32144,19066,16532,13948,10389,13203,7797,11028,9485,12492,11508,12024,11021,11768,11119,12627,11927,15979,15938,22206,22437,9335,21242,6919,13290,6218,12084,4341,11739,1681,8110,188,2346,0,1,0,0,0,0,20190603
201905,경부선,두정,1228,0,4541,1094,8954,3072,16240,9499,14721,26274,11881,24001,10068,18397,10497,14628,13008,12437,10353,8832,11842,10994,12976,9228,16211,12635,18928,14425,20488,18640,12774,14947,10620,13231,9837,12068,7300,9653,2954,7573,283,3098,0,0,0,0,0,0,20190603
201905,우이신설선,솔샘,0,0,2873,379,10489,1474,30730,3233,31715,4617,18847,3647,12004,3428,9862,3870,9827,5281,9295,6051,7002,6831,6410,8846,7445,11607,7207,13437,5965,22247,3915,22264,2847,14060,1981,12747,1760,12701,821,7628,214,2623,0,0,0,0,0,0,20190603
201905,중앙선,망우,337,4,8936,805,14119,3756,34446,6354,31056,16540,19847,11662,15426,10875,13506,10948,14967,12309,15170,13086,13839,13993,13275,15774,15192,19051,15145,22522,16357,29187,11391,28730,8230,15345,6711,12702,5216,13199,2231,8831,150,2209,0,0,0,0,0,0,20190603
201905,중앙선,구리,750,2,10298,2461,22715,8208,67310,14869,57740,24858,33871,22989,25688,17923,24976,17015,25256,17261,23888,22739,21613,23077,22459,24614,25723,32637,28894,40406,28105,55314,18143,54310,16303,32847,11101,26805,9837,28325,3542,19573,283,5197,0,0,0,0,0,0,20190603
201905,8호선,문정,5,0,2566,2342,7641,10588,27844,39645,36512,171636,23644,77132,18839,27056,19480,22288,21057,19244,24151,23997,26684,20220,29575,21453,30679,21014,50644,26455,127471,34414,47704,29755,30799,18130,28586,15682,23884,16254,8203,9055,1201,3180,1,0,0,0,0,0,20190603
201905,8호선,신흥,0,0,4489,612,6765,2551,14827,3384,18995,6715,12218,5947,8347,5394,7947,6003,7921,7715,7911,9064,8054,9776,8751,10412,9762,12952,10254,13729,9657,19212,6662,16921,5278,11133,4515,10177,3581,8541,1662,5483,344,1817,1,238,0,0,0,0,20190603
201905,8호선,산성,28,0,5258,1656,8531,7822,22936,5122,29592,15631,16566,7932,9999,7568,9159,5898,10243,5880,9278,6407,8981,7231,9727,8874,13068,10543,16946,13396,9831,20387,5850,18249,4174,12682,3310,13044,2107,13187,905,7230,177,2283,0,21,0,0,0,0,20190603
201905,8호선,잠실(송파구청),26,0,1753,2092,4100,11571,9829,33281,15523,81723,12371,48810,11335,29786,13549,35998,16984,34848,21824,37722,26572,34239,32766,35454,36784,35119,47810,40103,70993,49798,45034,34100,44104,18009,41598,12313,33205,9170,11494,4792,1610,1798,1,89,0,0,0,0,20190603
201905,경부선,독산,773,3,8134,2667,20094,13741,49299,42150,49878,105491,30288,45001,22159,17331,20448,14237,21775,14198,20947,16654,18460,17635,19124,20344,25103,24402,48091,30984,81001,44582,35333,42390,20389,26544,16048,25874,10735,25216,4124,15749,122,1278,0,0,0,0,0,0,20190603
201905,4호선,신용산,4,0,1744,1492,4944,14886,13088,34851,19230,109483,16155,66032,14495,30227,17982,24992,18881,23137,23009,26662,23202,25318,28372,25543,35982,26096,52589,28789,103112,36413,51178,24959,34754,15733,31556,12848,22250,10367,10785,6056,1683,1797,0,0,0,0,0,0,20190603
201905,공항철도 1호선,영종,12,0,2542,142,6743,2120,10762,2939,8790,3487,6843,2707,5674,2341,5379,3303,4967,3138,4347,3371,4010,3885,4389,4766,5092,4875,5359,6605,4203,8306,2707,9760,2219,6727,1797,6888,1197,6769,718,5642,82,2313,0,0,0,0,0,0,20190603
201905,경인선,제물포,1128,8,8321,2320,16445,6624,44413,17121,41377,40984,24514,25668,18100,14165,17135,11638,20302,14039,19582,15481,17133,13869,22944,14184,30477,19700,31833,25662,30806,32630,15571,31580,11657,21931,9592,19975,7090,19632,3250,15321,97,5184,1,1,0,0,0,0,20190603
201905,2호선,한양대,7,0,1692,428,2910,7299,6655,17976,10374,78905,8668,77921,9744,61923,13087,23762,20189,38088,20496,29088,26483,24637,31858,17515,49094,15220,60994,18792,46500,26006,24910,14275,22593,8360,28041,8332,19453,7727,10364,5370,2407,2073,3,18,1,1,0,0,20190603
201905,3호선,잠원,4,1,1743,733,7442,6159,21759,8597,29934,12114,18833,8785,12521,7086,12317,6794,11584,8438,11306,9906,9861,10421,10294,10939,12034,12585,13832,15264,13995,21506,8849,17356,6017,11922,5784,11624,4271,14056,1624,7660,220,2330,1,1,0,0,0,0,20190603
201905,9호선,신방화,8,0,5065,750,14179,2635,32131,6307,31530,12690,18216,7261,13076,6051,11456,6505,12016,7730,11330,8499,9801,9653,10538,11869,13107,13608,10489,16000,11880,25984,6926,25946,5543,16062,4689,14194,3523,14623,1495,10050,296,3928,0,41,0,0,0,0,20190603
201905,경부선,병점,3205,20,8024,4885,28599,13139,60805,23123,54642,39020,38450,31770,29877,24675,28316,18138,29839,24761,27117,22140,26495,23923,29917,25971,36929,32989,45194,43972,49098,53738,28902,55662,19683,37420,18157,36542,14772,33872,4607,22577,45,11274,0,97,0,0,0,0,20190603
201905,경부선,서정리,26,0,3267,1502,7849,4107,13412,11537,14358,19199,10365,10803,10645,8234,9555,6927,11209,8150,10235,8777,8927,7435,11552,9684,14471,11371,21105,12998,16548,13030,8738,14553,6703,10074,5585,9490,2987,9207,1212,6330,20,1361,0,0,0,0,0,0,20190603
201905,5호선,명일,7,2,4885,685,13934,4089,37957,7477,35183,14294,20095,10632,16194,10025,14720,9292,15942,10153,15027,11675,12552,12304,12429,15063,15376,18298,14962,22284,12961,32804,7504,34646,5810,16622,6029,15808,3582,16779,1374,10371,265,3641,1,49,0,0,0,0,20190603
201905,경원선,덕정,0,0,4470,1467,10928,5595,26827,10037,29531,27573,15007,12684,13284,8975,12409,8887,12066,10852,12492,7056,10567,8530,13673,9660,16507,15615,18137,16917,17147,19711,8936,19107,6571,14867,5569,12717,3941,9992,1853,10813,194,2409,0,1,0,0,0,0,20190603
201905,2호선,이대,51,2,3837,2713,7714,15943,19731,23464,29548,53548,21888,82523,18310,65952,24864,46372,38977,53304,43612,51391,40373,39591,53002,39691,63972,39435,78894,42477,67702,50967,46643,36923,40050,22613,45068,20870,31813,21331,11727,17268,1376,5905,2,33,0,0,0,0,20190603
201905,6호선,한강진,21,13,1145,1770,1814,19168,3867,20592,5904,39325,4819,28614,4073,16759,5069,15838,6494,17486,8469,20686,10016,18074,15804,17554,27658,18269,35952,22006,35769,26707,24560,17441,22193,6214,28020,4585,24686,3999,7031,2958,683,2653,0,0,0,0,0,0,20190603
201905,3호선,경복궁(정부서울청사),78,1,3150,2047,6870,16381,17448,49645,26309,147304,26533,105669,23871,74981,31944,62363,39649,57160,49671,59557,59476,50863,72508,43545,87979,40835,95870,43232,132808,48974,57284,33130,47456,17488,52826,14861,34245,14166,12739,8398,1775,2680,1,68,0,0,0,0,20190603
201905,경의선,강매,0,0,2113,260,6710,1048,20183,1194,18760,3955,8981,1700,5893,1391,4602,1774,4267,1907,3928,2635,3128,2960,3001,4018,2890,5057,3328,6807,4004,9914,1888,11931,1266,6976,1122,6509,613,6006,325,4323,22,1810,0,0,0,0,0,0,20190603
201905,경부선,세류,420,2,3692,926,9060,2985,18375,5937,14505,6259,8995,4761,7959,4001,6822,4147,6036,4545,5457,4690,4931,4987,5081,5938,6205,7522,8832,9929,8229,13204,5343,13177,4530,9878,3644,7711,2457,7083,750,4625,14,1640,0,28,0,0,0,0,20190603
201905,2호선,선릉,125,9,6654,6588,13566,43589,26503,118717,42332,321238,41256,235595,43139,102074,56465,71853,65790,65073,78244,74968,84906,67424,105973,58490,144643,56203,172751,64677,312459,70316,163933,50056,103096,29367,103370,25924,89658,23805,34870,14505,5573,6940,0,133,0,0,0,0,20190603
201905,8호선,천호(풍납토성),49,0,12189,2102,21127,13775,54277,21307,76166,36193,45882,32985,27560,23846,25417,25331,27037,26364,28860,30577,26442,32036,27474,37213,30890,42904,36941,56785,45160,84850,31401,70517,26204,39928,20273,37342,16949,33152,8184,20234,1624,7238,1,409,0,0,0,0,20190603
201905,경강선,여주,7,1,1354,12,3218,707,6514,3054,5861,5963,4656,8910,4236,4679,4412,5622,4993,5410,5256,4147,6079,4131,7241,4001,9392,5497,8615,4728,5771,5262,3970,7529,2801,5464,2049,3076,1306,3154,307,3389,2,1263,0,0,0,0,0,0,20190603
201905,9호선,국회의사당,7,0,1354,1897,2242,11574,4347,46034,7809,146913,8878,60104,10183,29415,15648,21592,20007,21009,21149,22775,24914,18275,26806,15448,32443,13155,55439,15774,118967,16546,42840,10303,27381,6184,29872,5087,19995,4482,7087,3044,1044,1202,0,1,0,0,0,0,20190603
201905,경의선,디지털미디어시티,1,0,1052,319,2473,1377,7463,2595,7648,4818,4465,4555,3600,3001,3374,2803,3253,2952,3256,3150,3311,2997,3764,3141,4446,4060,5309,4888,6100,7751,3436,6305,2788,3935,2568,3964,2183,3582,1347,2699,123,677,0,0,0,0,0,0,20190603
201905,경의선,일산,11,3,7813,1028,23632,3656,57461,8292,41703,20703,25858,9698,17024,7790,16266,8726,15659,10308,13846,12846,12798,13226,13234,14909,14843,19396,16279,23913,14175,36221,8368,38700,6614,23919,5675,21464,4874,20186,1610,11893,309,5751,0,0,0,0,0,0,20190603
201905,경의선,탄현,22,2,5980,755,18384,3251,47432,6829,31836,11081,19119,8031,14869,5459,13404,6033,12345,7824,10932,8220,10348,9427,10694,11803,11790,14025,12184,21081,12987,28862,7560,35326,6247,20162,5866,18223,4905,16361,1941,9158,255,6812,0,0,0,0,0,0,20190603
201905,3호선,가락시장,19,0,3528,762,8863,6024,26397,11153,29779,35685,21441,16881,17845,11770,16985,12630,16909,13654,16991,14413,16446,15219,17036,17590,18581,18916,21221,22226,33464,29374,15447,24654,12030,15910,11428,14717,8504,14212,3492,9038,456,2861,1,94,0,0,0,0,20190603
201905,8호선,남한산성입구(성남법원.검찰청),20,0,11141,1212,23388,6452,60040,12409,78216,39277,41350,34174,25721,20381,23093,13675,25205,16222,22706,19865,20254,15892,23160,20130,27478,23956,31574,31116,31722,46737,16330,43118,10929,27476,8163,28616,6321,29113,2807,17933,491,5690,0,46,0,0,0,0,20190603
201905,경부선,명학,144,3,8278,2548,11468,9427,31227,25560,29627,71820,16405,18819,12830,12784,11818,17874,13661,11174,12754,13286,14929,13278,13492,10632,18861,12852,32433,17569,45605,24723,18494,22176,17071,13737,13122,13452,8893,12209,3814,9793,168,1398,0,0,0,0,0,0,20190603
201905,1호선,종각,116,3,4576,5233,4780,33366,7695,108663,12735,295205,16786,165873,22190,82104,34804,74782,43282,68767,59065,71259,68978,61492,85563,53564,94510,53016,142421,61870,247365,79553,127487,49695,113375,21805,136748,13439,106476,9149,48067,5882,3973,1565,1,1,0,0,0,0,20190603
201905,8호선,가락시장,24,0,2900,2444,5564,7180,11928,14475,15942,42316,12650,20393,11536,12985,11957,12196,11898,12654,12796,12488,13066,12084,14567,13821,15309,14649,18532,17601,29876,23912,15559,19075,12759,12865,13592,11028,10620,8975,5016,6099,923,2768,1,686,0,0,0,0,20190603
201905,3호선,무악재,26,2,2415,295,6027,2154,17077,3496,20891,6267,12298,5169,8869,4537,7572,4530,7070,4446,6457,5223,5565,5973,5407,7170,5772,8842,6783,10867,7774,15478,3943,14977,2804,9990,2455,9860,1739,9882,759,6517,131,1985,0,0,0,0,0,0,20190603
201905,3호선,홍제,70,2,10499,1524,26828,9388,73099,14395,88680,33503,55973,30387,38869,25199,34943,22995,36518,25280,35595,28021,31956,28721,32485,33941,35381,41134,38486,48556,37925,67892,22133,62863,17397,38880,14667,37111,11372,35005,4917,23005,717,6889,0,0,0,0,0,0,20190603
201905,2호선,신당,49,2,7590,1574,13305,9856,31404,19968,50124,45297,32413,29126,23500,21637,22432,22269,25030,23033,26553,25326,25919,25559,26525,28160,30551,30752,34722,37207,42667,49122,28763,38698,21107,25108,18751,23439,14148,23461,7729,15525,1290,5716,6,17,0,0,0,0,20190603
201905,5호선,군자(능동),47,3,8721,796,12958,7451,37902,9378,54899,25602,25073,18837,16008,13294,14588,12355,16137,13371,16460,15438,14752,16580,14619,18776,16764,22884,20829,31925,26401,52821,17410,41714,14077,24694,13930,22628,12495,22923,6326,15366,1222,7053,0,1709,0,0,0,0,20190603
201905,경인선,소사,1090,18,19246,4049,18321,9517,43426,11286,40558,25639,27809,15806,21877,17544,19430,14583,21134,16751,19294,16286,17652,15516,19339,17401,23557,20490,23085,26583,22008,33971,13842,33829,9843,22233,8653,20409,6668,21059,3094,13850,200,4440,0,0,0,0,0,0,20190603
201905,5호선,장한평,16,1,7695,1335,18761,13171,56083,25056,75434,74377,39580,33023,26554,22608,23037,22814,25241,23492,26218,26821,24223,24020,26924,25923,32972,29486,41945,37177,68742,61174,36970,50582,22595,31379,16611,29185,13030,27535,6194,17679,828,5966,3,112,0,0,0,0,20190603
201905,경부선,성환,18,0,1870,710,3579,3404,7610,11807,9723,23721,6957,26814,7414,12545,7646,7483,11568,10163,11926,9774,11025,6095,15611,6488,24550,8471,20743,8649,17573,9329,8425,8582,8313,7561,6309,7375,4924,6043,1793,4684,143,868,0,0,0,0,0,0,20190603
201905,경의선,백마,1,0,3956,1219,16977,3086,40709,7998,32011,13632,19218,6763,12869,5514,11058,4937,11274,6481,9466,7172,8406,8153,8983,9929,9949,13039,11499,14555,14022,26931,6589,26779,4736,17240,4481,15071,4163,15157,1303,10358,140,2791,0,0,0,0,0,0,20190603
201905,경부선,천안,2139,3,3086,786,6401,3722,13382,9490,12986,16306,14242,19825,12859,16878,14325,18358,14104,15375,13915,12277,20345,17219,23312,14291,29179,16736,26205,18095,22761,20279,15219,14232,12825,11688,10398,8271,6950,7718,3372,5007,547,2777,0,0,0,0,0,0,20190603
201905,경의선,능곡,1,0,2878,509,8024,2750,18853,3441,19130,7718,11017,4744,7516,4001,6756,4186,6431,4359,6514,4655,5302,5396,5175,6324,5888,7197,6796,9921,7052,12480,4149,12260,3046,7612,2855,7430,1780,6914,794,4892,69,2656,0,0,0,0,0,0,20190603
201905,5호선,천호(풍납토성),19,0,9121,1854,13881,14786,34139,23432,41658,40724,28634,42350,26954,31998,30390,33093,34385,34188,36691,37862,36846,38159,40792,41183,45889,45172,52828,54643,62544,72158,45984,59776,42448,33608,32483,30479,25803,27265,11920,17898,1777,6552,1,8,0,0,0,0,20190603
201905,경인선,온수(성공회대입구),163,1,5774,1562,10272,6392,26597,14316,28719,19754,18316,13057,13211,9549,12905,8898,15071,9719,13937,10079,12445,10707,13587,11763,17935,13859,19902,16731,17274,25961,9280,24685,7488,15739,8315,15151,5421,13847,3499,9960,362,1829,0,0,0,0,0,0,20190603
201905,경의선,금릉,43,0,3362,270,8999,2343,20713,5664,16518,10537,11756,6353,9139,5278,8294,4495,8815,5159,8358,6449,7320,6902,7024,8911,7958,10540,9618,14762,10709,17158,6074,17774,5144,9216,4718,9662,4224,9031,1252,6929,168,3433,0,0,0,0,0,0,20190603
201905,우이신설선,화계,1,0,2057,462,4307,1331,13482,2211,14814,4691,9660,4237,7104,4605,6995,4277,7452,4410,6821,4944,5568,4933,5192,5783,5462,7140,4981,7838,4825,10502,3602,10445,2334,6585,2045,5699,1074,5148,576,3648,171,1069,0,9,0,0,0,0,20190603
201905,경원선,응봉,150,1,1349,299,3686,1324,8271,2155,9340,2842,6346,1754,4086,1567,3572,1591,3762,1884,3018,2548,2480,2916,2682,3523,2986,4176,3196,4983,3236,6161,2313,6231,1540,3538,1426,3404,962,2877,406,2261,36,655,0,0,0,0,0,0,20190603
201905,3호선,대치,25,0,3049,850,14036,8520,34184,22940,34202,28809,21932,21200,16643,15727,16212,13702,18609,18379,19172,21938,17335,20346,20181,21939,21295,31121,29229,34361,30487,33770,24211,28818,16143,16819,21329,16531,38100,17450,4920,10516,672,4081,0,0,0,0,0,0,20190603
201905,일산선,대화,160,0,7286,1715,31208,7078,78733,17363,56634,27163,39823,21799,31202,19143,27724,17922,27157,20659,26143,21536,24921,20251,28007,23376,32660,21596,36183,29954,33543,34459,17347,38104,11982,26488,10126,23553,6251,23698,2373,16846,413,7231,4,1325,0,0,0,0,20190603
201905,경부선,화서,310,7,8019,2502,22414,5184,48244,8746,41763,15071,22465,8645,15822,7307,13323,7327,12788,9027,11639,10182,10116,10637,10074,13347,11868,17214,15933,23779,13423,35095,8263,35195,6473,20873,5723,18203,4687,17334,1807,11571,127,3015,0,0,0,0,0,0,20190603
201905,7호선,부천시청,17,0,6157,2183,16653,7656,47024,16881,44377,30566,23797,21822,17530,14416,16869,15558,18600,16579,18366,19927,17808,18745,19780,21359,23338,23815,28484,28864,31067,48414,21480,47382,22239,25836,19323,19595,14931,17212,5696,13482,925,4996,1,65,0,1,0,0,20190603
201905,6호선,창신,28,0,2811,497,6071,2238,16764,6826,21333,9269,10656,4604,6327,4113,5300,3964,5616,4069,5536,4418,4585,4578,5279,4526,6929,6165,6188,6722,6196,9443,4148,9585,4063,5886,2641,5946,2242,6832,1003,4072,190,1444,0,0,0,0,0,0,20190603
201905,경부선,서울역,5,4,63,310,81,2130,9052,3101,18943,4233,16093,3265,14747,2176,17232,1606,14785,2158,12532,1916,6281,2061,18234,2391,13957,3328,16838,4256,16900,5631,16260,3756,12982,2423,10515,2405,11274,1597,6013,428,1071,29,0,0,0,0,0,0,20190603
201905,6호선,독바위,5,0,2596,309,5345,1160,15474,1943,15741,3356,8403,4359,5267,4333,4551,3473,4960,3372,4571,3818,4040,3858,4035,4770,3974,6034,3845,7601,3521,11139,2600,11774,1388,7056,1145,7318,876,7122,522,4882,95,1974,0,0,0,0,0,0,20190603
201905,7호선,강남구청,8,0,2084,1694,4532,13253,8170,32968,12189,116147,10958,98267,11060,39362,13024,25712,15234,22626,18654,24349,21920,21284,27967,19825,28969,19618,39872,20620,89774,23383,55922,16886,37000,11111,35326,9285,28522,7290,11637,5153,1943,2539,1,0,0,0,0,0,20190603
